example_id,thread_id,customer_message,my_intent_label,escalate_or_auto,acceptable_reply_note,disagree_with_reply_note,spotify_reply,provisional_intent_guess,full_thread_reference
E123,17303,"Hey @115888 Eminem dropped song today. And it’s not on Spotify yet. I hope you see the problem

@SpotifyCares How are you going to give me a link that don’t work",Content Availability & Licensing,auto,Verify the requested track and provide the correct Spotify link or availability information.,,"@655855 Hey there! Just to check, is this the track you're looking for: spotify:track:7zLGHiDWd9T1Rxw4PQCb13? Keep us posted /DF

@655855 Well, that's embarrassing! Try this link: https://t.co/u6zrDfI3Yx. Keep rocking 🤘 /DQ",Content Availability & Licensing,"[Fri Nov 10 18:56:49 +0000 2017] [Customer @655855]: Hey @115888 Eminem dropped song today. And it’s not on Spotify yet. I hope you see the problem 
[Fri Nov 10 20:05:07 +0000 2017] [Spotify Support @SpotifyCares]: @655855 Hey there! Just to check, is this the track you're looking for: spotify:track:7zLGHiDWd9T1Rxw4PQCb13? Keep us posted /DF 
[Fri Nov 10 20:08:11 +0000 2017] [Customer @655855]: @SpotifyCares How are you going to give me a link that don’t work 
[Fri Nov 10 21:12:38 +0000 2017] [Spotify Support @SpotifyCares]: @655855 Well, that's embarrassing! Try this link: https://t.co/u6zrDfI3Yx. Keep rocking 🤘 /DQ"
E124,11058,"@116130 I've been charged the full £9.99 for premium even though I'm on the student plan, can someone please help me with this",Subscription & Billing Issues,escalate,"The customer was charged the full Premium rate despite being on the student plan, so billing needs verification.",,"@573615 Hey Lauren, help's here! Could you DM us your account's username and email address? We'll take a look backstage 🔍 /DQ https://t.co/ldFdZRiNAt",Subscription & Billing Issues,"[Fri Oct 27 16:52:17 +0000 2017] [Customer @573615]: @116130 I've been charged the full £9.99 for premium even though I'm on the student plan, can someone please help me with this 
[Fri Oct 27 17:31:49 +0000 2017] [Spotify Support @SpotifyCares]: @573615 Hey Lauren, help's here! Could you DM us your account's username and email address? We'll take a look backstage 🔍 /DQ https://t.co/ldFdZRiNAt"
E125,12433,"I....I don....I don't understand, @115888. https://t.co/h6qLR3eyBh

@SpotifyCares @118134 Great, thanks!

@SpotifyCares Oh my god did you just send a song ... that is not available in my Spotify app. I'm sad.",Content Availability & Licensing,escalate,"The song's availability differs from what the customer was sent, so the exact account/content situation should be checked.",The historical reply first said the song was available but later moved to an account lookup without clearly explaining the discrepancy.,"@583132 @118134 Hi! This song is included in the series' soundtrack. No worries, we'll make sure to pass your feedback on to the relevant folks /GT

@583132 https://t.co/rkpsuGlCiy! We're always happy to help so just send a tweet our way if you need us again 😉 /GT

@583132 That's odd. Can you DM us your account's email address or username? We'll take a look backstage /PB https://t.co/ldFdZRiNAt",Content Availability & Licensing,"[Tue Oct 31 12:40:20 +0000 2017] [Customer @583132]: I....I don....I don't understand, @115888. https://t.co/h6qLR3eyBh 
[Tue Oct 31 14:14:41 +0000 2017] [Spotify Support @SpotifyCares]: @583132 @118134 Hi! This song is included in the series' soundtrack. No worries, we'll make sure to pass your feedback on to the relevant folks /GT 
[Tue Oct 31 20:53:56 +0000 2017] [Customer @583132]: @SpotifyCares @118134 Great, thanks! 
[Tue Oct 31 21:03:56 +0000 2017] [Spotify Support @SpotifyCares]: @583132 https://t.co/rkpsuGlCiy! We're always happy to help so just send a tweet our way if you need us again 😉 /GT 
[Tue Oct 31 21:10:36 +0000 2017] [Customer @583132]: @SpotifyCares Oh my god did you just send a song ... that is not available in my Spotify app. I'm sad. 
[Tue Oct 31 21:25:05 +0000 2017] [Spotify Support @SpotifyCares]: @583132 That's odd. Can you DM us your account's email address or username? We'll take a look backstage /PB https://t.co/ldFdZRiNAt"
E126,13517,@115888 I’m tryna listen to the album not no got damn recommended. Killing my whole vibe.,Feature Requests & Device Support,auto,Acknowledge the customer's frustration with suggested songs and explain how recommendations work or how they can be managed.,The historical reply immediately requested an account lookup without addressing the recommendation issue.,@461432 Hey there! Can you DM us your account's email address or username? We'll take a look /NS https://t.co/ldFdZRiNAt,Other / Unclear,"[Thu Nov 02 23:11:03 +0000 2017] [Customer @461432]: @115888 I’m tryna listen to the album not no got damn recommended. Killing my whole vibe. 
[Fri Nov 03 00:54:59 +0000 2017] [Spotify Support @SpotifyCares]: @461432 Hey there! Can you DM us your account's email address or username? We'll take a look /NS https://t.co/ldFdZRiNAt"
E127,9938,@SpotifyCares can I upgrade from premium to family and still pay on my phone bill?,Subscription & Billing Issues,escalate,"Family Plan payment through a mobile provider depends on account/payment eligibility, so support should verify it.",,@567659 Hey! It's currently not possible to subscribe to Family via your mobile provider. Could you DM us your account's email/username? /AY https://t.co/ldFdZRiNAt,Subscription & Billing Issues,"[Wed Oct 25 10:02:00 +0000 2017] [Customer @567659]: @SpotifyCares can I upgrade from premium to family and still pay on my phone bill? 
[Wed Oct 25 11:28:36 +0000 2017] [Spotify Support @SpotifyCares]: @567659 Hey! It's currently not possible to subscribe to Family via your mobile provider. Could you DM us your account's email/username? /AY https://t.co/ldFdZRiNAt"
E128,12021,"After @115888 inexplicably deleting my downloads for the umpteenth time, I am moving on. @116935 let's see what you're made of.

@SpotifyCares Nah. Make Spotify Student work with NUS cards again and we'll talk.",Playback & Technical Errors,escalate,Repeated download loss plus a separate Student-plan complaint makes this a case needing support rather than another generic macro.,The historical reply addressed the download issue first but didn't really respond to the customer's separate NUS/student-plan problem.,"@580722 Hi. Sorry to hear that! Can you check the steps under “Manage your active offline devices” at https://t.co/38J7tFlIBF? /DN

@580722 We understand. Right now, we don’t have any other info on this, but let us know if you need a hand getting set up with UNiDAYS /DN",Playback & Technical Errors,"[Mon Oct 30 13:34:59 +0000 2017] [Customer @580722]: After @115888 inexplicably deleting my downloads for the umpteenth time, I am moving on. @116935 let's see what you're made of. 
[Mon Oct 30 17:11:51 +0000 2017] [Spotify Support @SpotifyCares]: @580722 Hi. Sorry to hear that! Can you check the steps under “Manage your active offline devices” at https://t.co/38J7tFlIBF? /DN 
[Mon Oct 30 17:12:34 +0000 2017] [Customer @580722]: @SpotifyCares Nah. Make Spotify Student work with NUS cards again and we'll talk. 
[Mon Oct 30 18:14:06 +0000 2017] [Spotify Support @SpotifyCares]: @580722 We understand. Right now, we don’t have any other info on this, but let us know if you need a hand getting set up with UNiDAYS /DN"
E129,27815,@115888 you guys have overcharged me i bought the 3 months for 9kr but you guys charged me 99kr for 1 month!!,Subscription & Billing Issues,escalate,"The customer was charged a different amount and subscription term than expected, so billing needs investigation.",,@253499 Hey Günduz! Help's here. Can you DM us your account's email address? We'll take a look backstage /DD https://t.co/ldFdZRiNAt,Subscription & Billing Issues,"[Sat Dec 02 17:33:39 +0000 2017] [Customer @253499]: @115888 you guys have overcharged me i bought the 3 months for 9kr but you guys charged me 99kr for 1 month!! 
[Sun Dec 03 02:38:48 +0000 2017] [Spotify Support @SpotifyCares]: @253499 Hey Günduz! Help's here. Can you DM us your account's email address? We'll take a look backstage /DD https://t.co/ldFdZRiNAt"
E130,16887,@115888 I pay for premium but my app says it’s only the free version? Help please!,Subscription & Billing Issues,escalate,"The customer pays for Premium but the account shows Free, requiring account and billing verification.",,@646227 Hey Dana! Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt,Subscription & Billing Issues,"[Fri Nov 10 02:02:12 +0000 2017] [Customer @646227]: @115888 I pay for premium but my app says it’s only the free version? Help please! 
[Fri Nov 10 04:15:35 +0000 2017] [Spotify Support @SpotifyCares]: @646227 Hey Dana! Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt"
E131,5114,"Why is @115888 skipping like a CD ? Highly confused 🤔

@SpotifyCares iPhone 6s Plus , iOS 11.0.2, and Spotify version 8.4.20.535",Playback & Technical Errors,auto,Start with standard troubleshooting for songs skipping on the iPhone.,,"@377164 Hi! We're here to help. What device, operating system, and Spotify version are you using? We'll see what we can suggest /RA

@377164 Thanks! Just to confirm, is this happening via WiFi or 3/4G? Also, have you tried logging out and back in? Keep us posted /BH",Playback & Technical Errors,"[Sun Oct 15 01:39:12 +0000 2017] [Customer @377164]: Why is @115888 skipping like a CD ? Highly confused 🤔 
[Sun Oct 15 03:38:36 +0000 2017] [Spotify Support @SpotifyCares]: @377164 Hi! We're here to help. What device, operating system, and Spotify version are you using? We'll see what we can suggest /RA 
[Sun Oct 15 17:17:06 +0000 2017] [Customer @377164]: @SpotifyCares iPhone 6s Plus , iOS 11.0.2, and Spotify version 8.4.20.535 
[Sun Oct 15 22:57:36 +0000 2017] [Spotify Support @SpotifyCares]: @377164 Thanks! Just to confirm, is this happening via WiFi or 3/4G? Also, have you tried logging out and back in? Keep us posted /BH"
E132,9746,"@125633 Hey, what happened I can not see my artist page, I already have my account verified. But I'm getting request to check again",Other / Unclear,escalate,This is an artist-profile/verification issue that doesn't fit the main customer categories and needs the appropriate specialist team.,The historical response correctly redirected the customer to Artist Services.,@569051 Hey there! This sounds like something for our Artist Services friends. You can reach out to them here: https://t.co/3j9HWSEG0s /KP,Content Availability & Licensing,"[Tue Oct 24 21:06:00 +0000 2017] [Customer @569051]: @125633 Hey, what happened I can not see my artist page, I already have my account verified. But I'm getting request to check again 
[Tue Oct 24 21:42:34 +0000 2017] [Spotify Support @SpotifyCares]: @569051 Hey there! This sounds like something for our Artist Services friends. You can reach out to them here: https://t.co/3j9HWSEG0s /KP"
E133,22990,@115888 can you add a feature so I can block certain artists from my music feed? Like I never wanna hear the craptastic @3568 @4711  @30403 or @1266 ever again and ive been thumbing them down since signing up. #stopshittymusic,Feature Requests & Device Support,auto,Acknowledge the request to block artists and pass the feature feedback to the appropriate team.,,"@278994 Hey Jennifer! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /FR",Feature Requests & Device Support,"[Thu Nov 23 01:47:46 +0000 2017] [Customer @278994]: @115888 can you add a feature so I can block certain artists from my music feed? Like I never wanna hear the craptastic @3568 @4711  @30403 or @1266 ever again and ive been thumbing them down since signing up. #stopshittymusic 
[Thu Nov 23 03:06:34 +0000 2017] [Spotify Support @SpotifyCares]: @278994 Hey Jennifer! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /FR"
